question,answer
"HI ,
How much percentage case study weight in applied ai course ?

Thanks ,
Pankaj",Close to 40% of the content and 50% of the assignments are from case-studies.
sir i am btech 6th semester(3rd year)  cse student after completing this course will your team help me in getting an ai based job or an internship in my 4th year.,"Yes, we do help you with both internships and full-time roles as you progress through and complete the course. Please call us +91 8106-920-029 or +91 6301-939-583 to know more details."
"Hi Team,
Suppose I have created a model in Jupyter notebook.How do we deploy to the production enviroment in real time?",you can create an API and deploy.
"Hi,
Could you pls elaborate how to create api?Pls tell me the code and steps ?
Thanks",You can check in our video.
Hi. I would like to know what system requirements we require to follow the course assignments and lectures. What if I had a laptop with i3 processor and 8 Gb Ram,"Minimum Recommended PC Specifications:
RAM: 8GB or above
Processor: i5 or above

You also can use online platforms like GCP, AWS, etc for assignments."
What stipend / package can I expect under the job guarantee program as an intern or a fresher for the data science role earned with your assistance?,Please call us at +91 8106-920-029 or +91 6301-939-583 so that we understand your current role and better answer your question more accurately.
"Hi Applied AI,
Course Content looks really interesting with most of the topics covered. I would love to apply for this course . I need some some information from your side.
 I have around 9 years of Backend programming background. With good command on SQL. Working Knowledge of spark and python. Currently I am working in Data science team (as Backend developer.). ALso I have around 3 years of Finance domain knowledge and keen interest in Risk Management and Portfolio Management. 
Given my background can this course help me in progressing my career in Machine Learning?",Please call us at +91 8106-920-029 or +91 6301-939-583 so that we understand your current role and better answer your question more accurately.
"Sir, @Srikanth & team, I have gone through all the Success stories & just a visual pattern, Almost 80% of the hired ones are Freshers, & the rest have Software development experience, What about people from IT whom don't have Software development or coding experience ?.. How does AppliedAIcourse make sure that hiring is guaranteed for such a candidate ?..",Please call us at +91 8106-920-029  or  +91 6301-939-583 and we can explain to you how students who have no coding background could still land a job at the end of the course.
"Hi,
What is likelihood,log-likelihood and maximum likelihood?
What is maximum likelihood in logistic regression?
Thanks","1. Given the observed data and a model of interest, we need to find the one Probability Density Function/Probability Mass Function (f(x|?)), among all the probability densities that are most likely to have produced the data.

To solve this inverse problem, we define the likelihood function by reversing the roles of the data vector x and the (distribution) parameter vector ? in f(x| ?), i.e.,

L(?;x) = f(x| ?)

In MLE, we can assume that we have a likelihood function L(?;x), where ? is the distribution parameter vector and x is the set of observations. We are interested in finding the value of ? that maximizes the likelihood with given observations (values of x).

2.Maximum likelihood estimation (MLE) is a technique used for estimating the parameters of a given distribution, using some observed data. For example, if a population is known to follow a normal distribution but the mean and variance are unknown, MLE can be used to estimate them using a limited sample of the population, by finding particular values of the mean and variance so that the observation is the most likely result to have occurred.


3. For many applications, the natural logarithm of the likelihood function, called the log-likelihood, is more convenient to work with. This is because we are generally interested in where the likelihood reaches its maximum value: the logarithm is a strictly increasing function, so the logarithm of a function achieves its maximum value at the same points as the function itself, and hence the log-likelihood can be used in place of the likelihood in maximum likelihood estimation and related techniques."
"Hi Sir,

Does this course help me in solving Kaggle problems or will be in a position to face the kaggle competitions after completion of this course","Yes, we solved many real world problems in our case studies taken from the kaggle."
"Hi Team, 
I have around 10 years of experience in IT industry mainly with Java and related technologies. Currently working as technical lead.  Should I consider shifting to ML, AI domain now? Also, does this course covers ai as well or only ml?","This course covers the breadth of techniques across ML and AI which are currently relevant to the industry. Given your experience, it is best if you could call us and discuss this over the phone where we could understand your background and answer your questions better. Please call us at +91 8106-920-029  or  +91 6301-939-583."
"hi 
is this course contains the concept of objects , classes, constructors and destructors ???????","No, they are not covered in this course."
"I don't have knowledge on libraries like numpy, pandas....and all other libraries used in ML, is there any detailed explanation of these libraries in this course?","Yes, we will explain how to use numpy and pandas etc in the course."
"Hi,

I am interested to pursue this course online. So, as a part of this, will I be installing any software(s) during the course duration? If so, then what should be the basic configuration of the laptop that I use while pursuing this course online?",For GPU you can go with 1050ti Nvidia graphic card or 1060 or 1070. Try to assemble an SSD with >=128G. Keep a minimum of 8G ram preferable 16G. The hard disk is your call.
"Hi,

I have a total of 8+ years of experience in Siebel CRM data migration. I have enrolled in this course last month and am really excited and i must say i am really enjoying it. But i do have some concerns as well.

Since i have a lot of experience in CRM (particularly in migrating data from legacy systems to Siebel databases):

1. Are there opportunities in ML on CRM data in big companies?
2. I would like to do 2-3 case studies in CRM area, will Applied AI team support and mentor me in understanding the CRM scenarios and help me in completing the case studies?
3. Do companies hire 8+ years experience guy like me with fresh knowledge of ML considering the CTC expectation would be high compared to other fresh graduates who have completed the course?

Very much appreciate your reply on this. Thank you very much!

Regards,
Mohammed Arif","1. Yes, Some of the largest CRM software developers like Salesforce have invested heavily in AI and built tools like Einstein. So, CRM is certainly a very fertile area for applications of AI as it contains lots of text and customer data.

2. Certainly, as you progress through the course, we will work closely with you to build a portfolio of projects around the CRM field as it is your corer area of expertise. We will need lots of inputs from you on the domain-knowledge front as we are not experts in CRM. But, we can certainly will mentor you o the ML front.

3. We have had students who have transitioned to ML roles with your kind of experience. But, the effort needed would certainly be more as you will have to prove your ML expertise + Domain expertise as employers would expect more advanced case-studies in your portfolio. Employers do pay a premium for domain expertise, which is critical for most ML projects. I think it is too early to talk about compensation now, but we will put in our best efforts to land you in the best possible role based o your expertise."
"Hi,
Is your job placement support restricted to India or you have tie-up with UAE (Dubai & Abu Dhabi) companies as well?

Thanking you in advance for your valuable reply.",We currently have the Job-Guarantee limited to India and US only.  We have NOT yet expanded and built our recruiter partner network in the middle-east.
How does ridge regression solves multicollinearity?Why lasso don't?,"Yes, ridge Regression used when the data suffers from multicollinearity ( independent variables are highly correlated). In multicollinearity, even though the least squares estimates (OLS) are unbiased, their variances are large which deviates the observed value far from the true value. By adding a degree of bias to the regression estimates, ridge regression reduces the standard errors. Ridge regression solves the multicollinearity problem through shrinkage parameter ? (lambda). Have a look at the link here:
https://stats.stackexchange.com/questions/104779/why-does-ridge-regression-work-well-in-the-presence-of-multicollinearity"
"Hi,
I already went before through the link but couldn't get intuation.Could you pls simplify a bit more.
And,why don't lasso(ya I got that it sparsity very easily through your video.But,why not solves multicollinearity?).
Thanks.","If two predictors are highly correlated LASSO can end up dropping one rather arbitrarily. That's not very good when you're wanting to make predictions for a population where those two predictors aren't highly correlated, & perhaps a reason for preferring ridge regression in those circumstances."
Thanks.How does multicollinearity affects Random Forest?Actually I encountered this question.,"In terms of prediction, it does not affect much if the effect of multi-collinearity presents in both the train and test. However, feature importance score would be influenced, just like other methods such as linear/logistic regression.

The explanation can be simplified if we consider two collinear variables. If two strong variables are chosen for a decision tree in RF, one must be picked for each split consideration and the other would not likely be picked again since the former has already explained the output variation for both of them (*). The prediction power of that tree does not drop though, so does the RF.

However, in feature importance score, once one of the two is picked, the other variable is less important to bring any further output variation explanation since the two are correlated well. The overall importance of these two will be reduced"
"Hi Applied AI team,

Seaborn topic is not covered in EDA, Without basics unable to understand the code related to the seaborn package, Can anyone help me on it.

Thank you,

Regards,
bayaprakash","If you know matplotlib, Seaborn is quite straightforward to understand and implement. Have a look at this: https://www.tutorialspoint.com/seaborn/index.htm"
"Does this course contains -
1. OpenCV 
2. Audio Recognition topics (including audio preprocessing)","1. We do cover OpenCV to the extent we need for our case-studies involving self-driving car. We donot dive deep into OpenCV as this is not a computer vision course.
2. We perform lots of time-series analysis using Fourier transforms and discuss about Spectrograms as a featurization of audio data. We have a case-study about Music generation where we touch upon some audio topics like music encodings. But, as this is not an audio-processing course, we do not dive too deep into audio-signal processing and dive deep into techniques like Mel Frequency Cepstral Coefficients (MFCC).

As part of our course, you will gain the ability to learn many concepts in CV and Audio-processing and use these concepts for ML tasks. We have had students who learned about and used MFCC to build singer detection systems. Similarly, our students were able to pick up SIFT and other feature engineering techniques in CV and apply ML models on top of them."
From where i can learn OpenCV?,Please go through this link.
"Hi Team,
    please correct me if I am Wrong
 1. C.I. is tool/technique which is using to making Rough not exact calculated estimation about data.
 2. It Gives us confidence that my calculation or understanding about data is x% of range is Right rather than throwing stones in the darkness.

But do we need to take samples of data every time like it shouldn't be mandatory activity, Right?

thanks.","Yes, C.I gives you a range of values for a random-variable (like mean height of students in a class) and a confidence level (95%) associated with it to signify our ""confidence"" in this range. 

Without samples of X or the parameters of the distribution(like mu and sigma for Normal disb) of X, we cannot come up with a C.I.

I think this question does not belong in this comment section. Please post questions under the respective and relevant videos."
"Hi, 

I'm very new to ML, just covering statistics in Udemy. My 3 questions.

1. Is it possible to get lifetime access and can I get access all case studies?
2.I'm beginner, How many hours I need to spend per day to complete course and hands on? 
3. Do I get certification and mentor to guide me?","Hi Selva Kumar,
1. We are currently restricting the access to one year only to ensure that students are disciplined to complete the course on time.
2. Please use this sheet to fill in your effort so that we can give you a detailed topic-wise timeline that an average student of our course has taken to complete the course. You will get a detailed timesheet with efforts and duration within a day.
3. You will get a certificate upon course completion. We have a dedicated team to help you throughout the course answering your queries and questions within 24 hrs.  You will also get a mentor to help you with your own case-studies and help you prepare better for placements once you complete 50% of the assignments in the course. 

Please call us at +91 8106-920-029  or  +91 6301-939-583 to know more."
"Hi Team,
I have one question which may seem silly:-
""Ok. Suppose I did EDA and came out with some observations and intuation about data
(eg.,after univariate,bivariate,descriptive,etc. analysis like how data is distributed,related,segmented).
Now, what we do with these observations(  before fitting to sklearn model,eg. LogisticRegression().fit() )?
I mean what is the purpose of these and where it is used for(before fitting into model)?
Is its done to SELECT FEATURES(by identifying and dropping the non-useful features), ENGINEER FEATURES(derivation of new features),impute missing values and handle outliers------->""""""""""""""""""""""""""""""""""""SO THAT WE CAN HAVE REFINED DATASET TO FEED INTO THE models""""""""""""""""""""""""""""""""""""""""""""

Is the quoted sentence is the sole purpose to get and collect intuation by EDA?

Thanks","Yes, you are right. There are more reasons for it as well:
1. Let's take for example you'd want to apply gaussian naive Bayes. Now the assumption is that the features are supposed to be Gaussian distributed and this requires us to explore our data to determine the distribution of our features.
2. You can also perform use correlation tests to explore which features are collinear(this creates a problem of interpretability of weight vectors in logistic/linear regression).

There are many such reasons why EDA is necessary and on a case, to case basis, you recognize what kind of EDA you'd perform."
"Please tell this course covers all the aspects required for Cloudera certification (CCA, CCP) or not?",This is NOT a course on Cloudera certification for Cloudera Big data platform. We cover ML and AI in this course which are not part of CCP or CCA.
"Hi,
Where can I find free videos?","Please register and then log into AppliedAICourse using your Google/FB/Linkedin Credentials.

You can access our free videos here which are mmrked with a green-colored eye icon here: 
https://www.appliedaicourse.com/course/applied-ai-course-online/lessons/how-to-learn-from-appliedaicourse/

Please let us know if you encounter anny probelms."
"Hi Team,
I was just going through your free videos.
I was watching this video of EDA with Iris dataset, unfortunately I was not able to plot a 2D scatter plot with Petal Length and Petal Width instead I could plot it with Sepal Length and Sepal Width.
Can you please guide me through this code so that I can identify the problem as I am looking forward to enroll for this course.","Kindly go through these blogs:
1. https://machinelearningmastery.com/machine-learning-in-python-step-by-step/
2. https://medium.com/codebagng/basic-analysis-of-the-iris-data-set-using-python-2995618a6342"
"Hi Team,
What is word2vec(Embedding)?Are we covering this?Where it is used in NLP?
Thanks","Word embedding is one of the most popular representation of document vocabulary.  Loosely speaking, they are vector representations of a particular word. Word2Vec is one of the most popular technique to learn word embeddings using shallow neural network. Yes, we discussed the concept of word2vec in detail and how exactly it works in NLP."
"Thanks Team.
Could you pls give the  link for ""Word Embedding"" in the course content.
And Thumbs up for your effort.Well Done.",It has been covered in the multi-layered perceptron section of the course. Check here
"Hello Sir,
I found your content interesting but unfortunately, I downloaded the iPython Notebooks, I am wondering why I can't use Jupyter Notebook as a tool it always get open in the browser.
I would like to know if I can really use it as a tool or I always have to use it in the browser, if so how will I save my notes and whenever I download this Ipython notes it does not open in the format of Jupyter Notebook, infact it gives me multiple option such as MS Word, Notepad,etc.Can I Use Spyder for the same? Or is it that the code of Spyder can't run in Jupyter or vice-versa.  
Please help me with this as I am new to programming language and also looking forward to join this course.","The Jupyter Notebook App is a server-client application that allows editing and running notebook documents via a web browser. So you need to start the application with ""jupyter notebook"" on the terminal. If you'd like to use it with an editor, you have to convert it to .py file. Have a look at this and this. Your notebooks can be saved and edited like regular python scripts, just that you'll be required to open it by launching it on your local system."
"Thanks Sir,
I would just like to know whether I can use Spyder 3.6 for the same and another challenge is to install packages from Command Prompt
Whenever I use pip3 it states pip3 is not recognized.","1. It might either be that you haven't added python to your system variables: https://superuser.com/questions/143119/how-do-i-add-python-to-the-windows-path or just try pip instead and see if it works.
2. You can launch spyder with the anaconda navigator."
"I’m B.E graduate in Mechanical Engineering with 57% with a decent knowledge in programming and I'm also familiar with Machine Learning in a intermediatory level, can i still learn this course and get placed?",Please call us at +91 8106-920-029 or +91 6301-939-583 so that one of us can better understand your background and suggest you if this course is correct for you or not.
"hii there,
Which engineering domain is eligible to take this course.As I am from EEE and have knowledge of programming language of c and c++ .Am I eligible to take this course.","Yes, you can take this course, before that please check out the free videos. please mail us at team@appliedaicourse.com for further queries."
"Hello.
I'm B.E graduate with 55% and not good in programs, can i still learn this course and get placed?","To be honest, you got to work very hard to land any job given your prior record and lack of programming knowledge. You got to skill up and be able to showcase your skills which got to be very good. Please call us at +91 8106-920-029 (or) +91 6301-939-583 to discuss whether this course is correct for you or not."
Did I miss the Time series in index or it is not in the course yet?,we have couple of case studies Taxi demand prediction and HAR you will learn the concepts and featurization of time series data in those case studies.
"HI,
I have attended multiple online courses on ML, basically all were hard core theoretical, will this course benefit me ?
and are you guys planning to Add some NLP stuff in this course ?","Hi Shubham, We strongly recommend you go through our sample/free videos which you can access by logging in to our course so that you will get a good idea of how we balance theory and practice of ML. We focus a lot on helping you build a portfolio of projects which help you showcase your skills to potential recruiters. We are very focused on helping our students transition to ML careers through our job-guarantee or money-back guarantee program.

This course consists of many of the important concepts from NLP ranging from simpler concepts like Bag-of-words to state of the art RNNs for NLP. We have introduced these concepts as the course progresses. We also have many case-studies which focus on NLP applications like quora-question pair similarity, Stackoverflow tagging, Personalized cancer diagnosis etc."
"oh ok.. regarding Job gaurantee, 
just wanted an assurance that it wont be like setting up an interview for a non reliable company or a company paying in peanuts ?","Please look at some of our success stories for a list of companies where our students have been placed. Our students have been placed in a wide spectrum of companies from Fortune 500 to smaller ones based on our student's calibre, interests and skills. Our student's salaries also have varied from Rs 5 Lakhs to Rs 30 Lakhs per annum based on their level of expertise and portfolio they build at the end of the course."
"Hi All who are searching for an appropriate AI Course, 

I am a current student of this course from a considerable amount of time. 
I can say, undoubtedly, this is the best course in all means for a ML aspirant.
Below are a few super + points about this course and the team.  
      Extensive list of contents 
      Good assignments
      Job opportunities
      Extremely responsible team to respond to your queries during course

All you have to do is complete the course successfully.

Thanks
Shashi",Thanks for your kind review.
"Team, what are other  additional case studies that you plan to add in. Should we assume that this course is now fully complete. I mean, is there materials  in the process of being added in near future? (Just asking. I am already happy, super-excited with everything here. I am just asking to be more proud of this course)","We keep adding and modifying content as per students' feedback and new ways we find to improve our content. Our content is dynamic and ever-evolving. We are also working with our students on more case-studies. If we have a good and interesting case study, we could add it to this course at a later time."
"I'm a Java Developer experience of 4 years in IT industry, how this course is going to help me out as I am new to this domain and companies will consider me a fresher during hiring process. So is this course enough to start in the field of ML/AI?",We have had students who have successfully transitioned to careers in ML with similar backgrounds as yours. Please give us a call at +91 8106-920-029 (or) +91 6301-939-583 to discuss in more detail about your job prospects.
"Is this course will be a benefit for a fresher ,I'm 2018 graduate i consult many IT employee's they said that as a fresher lesser oppurtunitie's in datascience or ML  is it true","There are lots of opportunities for freshers who can showcase their real-world ML problem-solving skills by building a strong portfolio of projects. You can find many success stories of freshers that we worked with, on this page. 

For more details, please reach out to us at +91 8106-920-029  or +91 6301-939-583"
Is this course (Applied AI course) equal or better or lesser than a masters degree in  Data science/machine learning? What does a masters degree cover that is not covered here? And what is covered in Applied AI that is not covered at a masters degree (compare and contrast Applied AI  Vs  a masters degree),"A typical master's degree focusses on theoretical breadth and depth and prepares you for a PhD program if you choose to pursue it. Some universities do offer more practical courses but lack in their scope of real-world problem-solving skills. Of course, based on the university, the master's degree could be a very valuable signal to recruiters/companies. In most universities, during your Master's program, you all learn lots of other subjects like Operating Systems, Algorithms, Databases etc.

Applied AI Course focusses a lot on applied/practical skills while building up your basics needed for ML/AI. You can think of it as a shorter path to transitioning into an ML career. We have many students who are currently pursuing Masters in some of the world's best universities taking our course to primarily build up their practical ML skills and build a portfolio to land an ML job.

So, Masters and AAIC are not disjoint. You can do both or either of them based on your career interests and goals."
"anaconda.com/download . now there is no option for anaconda 5.0.0 python 3.6  there is only available for python 3.7
please resolve this.",please find the link in the description of this video: https://www.appliedaicourse.com/course/applied-ai-course-online/lessons/python-anaconda-and-relevant-packages-installations-2/
Is there any website that has simple to complex execersises to practice python concepts?,"You can go with these sites to practice more in python.
https://www.hackerrank.com/domains/python
https://www.geeksforgeeks.org/python-programming-language/"
"sir i have heard that data scientists spend 90% of their time doing data preprocessing , cleaning , web crawling and various other things on unstructured data . Does this course cover deeply how to handle the unstructured data ???",That's true. We cover lots of tools and techniques on handling unstructured data including text and images in lots of detail. We learn most of these tools through real-world examples in various chapters across the course.
"Please add videos on VC Dimension. Sir, this being a part of machine learning should be present in this course. Sir there were requests long time back, but no additions have been made. I would be thankful if you could add videos on VC dimension.","Here is a video we made on VC dimension: https://www.appliedaicourse.com/course/applied-ai-course-online/lessons/vc-dimension/

We added this video to the miscellaneous topics instead of the SVM chapter. Additionally, the concept of VC-dimension, while an interesting concept in Statistical Learning Theory, has very few applications in real-world applied ML/AI. Hence, we did not have it in the first iteration of the course."
"Please explain me in detail where this will be useful for me after complete this course? 

Thank you","Unfortunately, since we don't know your background, we are unable to give you a specific answer. Please reach out to us at +91 8106-920-029 or  +91 6301-939-583  so that we can have a chat with you about how this course can help you."
Why predictive analysis is not covered in the course? Isn't it important for machine learning and data analysltics? Please advice on the above questions,"Could you please elaborate on what you mean by Predictive analysis? Did you mean predictive analysis or analytics? If you meant predictive analytics, it mostly involves the techniques we have discussed in detail in our course. Please check this Wikipedia link for Predictive analytics and observe that the techniques listed there are all covered in our course in detail."
"HI team,

i am from non programming background but i have some knowledge in python at-least can able write functions upto 8-10 lines of code i m able to cover this course and how are the assignments sessions will you provide step by step blueprint/process in solving the assignments (not asking for solutions) ,and will you guys teach and cover  tensorflow and keras library concepts completely seems  the tutorial for both the libraries something like <2 hrs please help me out these three issues 

Thank you",We recommend you watch our free videos after creating an account. You will also come across some of our assignments in the free content itself. These assignments and free content will help you understand how hard or easy our assignments are. We strongly recommend you attempt to solve at least one of these assignments to self-evaluate yourself to determine if this course is appropriate for you or not.
Wow..! what a swift reply this seems your team is proven customer centrist team great job definitely look in to the assignments .,You will learn TF and Keras basics in the first few hours and revisit them throughout our deep-learning chapters and case studies. Most of our students don't face major challenges with TF and Keras once they have gone through our course and assignments.
I am from big data back ground with 12 years of exp. Is this course going to help me.?,"Yes, if you want to transition into a career in ML, this course could be of help to you.  We recommend you reach out to us at +91 8106-920-029 (or) +91 6301-939-583  so that we can better explain you based on your current experience and skillset."
"will it be an issue if i install anaconda 3.7, as the latest software is reflecting as 3.7.",it comes with python3.7. the problem with Python 3.7 is that we don't have a tensorflow version which supports this. so install anaconda that comes with 3.6
"please provide me the link, i am unable to find the link for 3.6.",it's already there in the description: https://repo.continuum.io/archive/Anaconda3-5.2.0-Windows-x86_64.exe
"Hello I am working as a software engineer in a start up and I am very much interested in AI and want to learn it from you guys.I will pour my heart out in learning the course and to follow the schedule and complete it within the specified time.But to be on safer side,I want to know that if in case I miss the deadline of finishing the course in one year will you guys provide me some paid extension for say two or three months to complete the course.This will occur rarely but asking it for safety.",Please reach out to us at +91 8106-920-029 or +91 6301-939-583  so that we can talk to you in person.
How do you guys provide jobs to freshers in the field of ML which has most jobs where some experience is required,"Our success stories have many freshers who have landed in ML jobs after completing this course. While experience is important, many companies are willing to hire freshers if they can showcase their real-world and applied knowledge of ML by solving practical problems by building a portfolio of projects that they have solved which includes code, plots, and detailed blogs. There is no scarcity of jobs in ML for people with the right practical skills which we try and teach through the course."
Are you gonna cover deployment and runtime model prediction as well?,"We have covered many of the details about deployment and continuous monitoring of models in this course. But, the exact specifics of deployment depend a lot on the infrastructure, architecture, and platforms used by different teams. Hence, we give an overview of the choices we have without going into lots of detail as the specifics would be very team and project specific."
"Hi Team, i'm iOS developer will be completing 2 years in industry soon, i wanted to build my career in field of AI. How this course will help me to getting job in AI/ML field? do you provide any placement assistance and course completion certificate? Looking forward to take this course.",The answer is an yes to all of your questions. We suggest you talk to us over phone for more details and specifics about your career potential before you register for the course. You can call us at +91 8106920029 or +91 6301-939-583.
"Hi...I need a suggestion...I am from commerce background but interested in learning Artificial Intelligence. So far I have completed HTML, CSS, JAVA SCRIPT, and next I will be covering Python. What would you suggest me: to take this course now or do some more homework and then start this course?","You can check our free videos, and if you are feeling very confident about those concepts then you can go for it. you can call us at the numbers that are mentioned on the website"
"Hi

I was working for 7 years as a QA analyst in one of the companies and then I left software field to start a business and it became 8 years , so i want to again come back to software field , I have knowledge in networking and a little bit python ,  so will this course help me particularly in getting job in any software company",Please call us at +91 8106-920-029 or +91 6301-939-583 so that we understand your current role and answer your questions more accurately.
Sir is this course cover data analysis and visualization which is the core of data analyst job?,"Yes, we have covered data anlysis and visualization techniques in our course. Please check out our curriculum once then you will get the better idea of what we covered in this course"
"Hello sir,
I completed my Mechanical Engg in 2015 and M.Tech ( CAD/CAM & Automation) in 2017. Since one year I have been working as Product Developer (Analyst - SQL Basic) in E-Learning Startup. Can I Take This course seeing my background and will I able to get a job as ML engineer in any company provided I don't have relevant work experience and From different field?
Please help me and guide me.
Thank You","Mohit, 
If you can complete this course, it's assignments and build a good portfolio of projects showcasing your work and skills, it is possible for you to land an entry level ML role. We have many freshers who have no prior experience who got placed at the end of this course. Your background in SQL and as an Analyst may also help you as you can perform some data analysis using SQL."
"num = input (""enter a number"")
print num


File """", line 2
    print num
            ^
SyntaxError: Missing parentheses in call to 'print'. Did you mean print(num)?

showing this errors","if you are using python 3+ version you have to use print() function not print statement
Note: print statement is used in python2+ version"
"print(""hello(name),(greeting)"".format(name= ""ravi"",greeting= ""good morning""))

hello(name),(greeting)

when i was running this  input i got error like this","You have mentioned wrong syntax while printing.
Please check the following output: https://ideone.com/z9Buig"
In your course you teach developing ML models using python. But python code can't be uploaded in any micro controller. So do you  guys teach developing ML models in C or C++ so that such code can be uploaded in micro controller for remote real time application.,"Good question. We currently do not teach building ML models in C/C++ as there is not good support for C/C++ for many ML tasks. We preferred to use Python in this course as it the most popular choice in the industry for most ML tasks.

It is possible to build a model in Python and port it to C/C++ code easily which is very common in the industry for latency requirements and we describe that in detail in this video."
"The video you shared shows  'content of the item is restricted'. Can you guide me how after completing your course,I will be able to make ML models in C/C++.","If you are not an enrolled student, you may not be able to access all of the course content. Translating models from Python to C/C++ for deployment is fairly straightforward as most models involve simple matrix/array/logical operations as shown below.
1. Logistic regression, Linear regression: Multiply two vectors/arrays 
2. Decision Tree, RandomForest and GBDT: Nested if-else statements.
3. Deep-learning models: Sequence of n-dim array multiplications.
4. SVM: Sum of products of arrays.

You might still want to train the models in Python as there are tons of good libraries to do so. But, when it comes to productionizing the models on a microcontroller, you can port these models easily to C/C++/ASM code as most ML models involve mostly n-dim array operations or logical operators at run-time. Training models on a microcontroller may be hard as you will need to write lots of code in C/C++ and training a model is compute, memory and power intensive which you don't want to perform on a microcontroller."
"Thanks for your reply. Looking forward to joining Applied AI Course. 
Just a suggestion. It will be very helpful if you guys cover building ML models in C/C++. Because restricting the course till python and research is not justice to our skills which we will be developing through your course. At the end anything we develop must have some market value.","We strongly believe that you will be able to easily build C/C++ production models at the end of this course if you are already proficient in C/C++. If there are any issues in that regard as you progress through the course, we will surely help you. 

From our own experience, it is not optimal to choose multiple languages in this course as that could create confusion and overwhelm many of the students."
Why EDA topic has been introduced before covering probability and statistics ?,We introduce many concepts in Probability and Stats and Plotting in EDA chapter itself. EDA chapter takes a practical example to help students understand concepts from a practical standpoint using plots and graphical means.
"Sir, are there any plans of preparing videos on GANs , Boltzman Machines, RBMs , etc ??......the applications of them were quite interesting.","Yes, we will introduce some of these new topics to the course in the next few weeks. You will get an email update of new videos added to the course."
"Sir, I am a student of ACE College of Engineering...
When I tried to install Python on a Windows 32 bit System,It said ""This program cant start because api-ms-win-crt-runtime-l1-1-0.dll is missing.""
Inspite of many installations,it got repeated.
Please help me install it.
And My progress is not getting updated despite completion of videos....
Please fix this problem......","1. Try download Python according to your OS(64bit or 32bit)

2. The problem is that the KB2999226 (Universal CRT) which is part of the Visual C++ Redistributable for Visual Studio 2015 failed to install.

Solution
Install Windows Updates:

Go to Start - Control Panel - Windows Update
Check for updates
Install all available updates.
After the updates are installed, restart your computer.
After the restart repeat the steps above again until no more updates are available.
Download the Visual C++ Redistributable:

For Windows 64-bit
Visual C++ Redistributable for Visual Studio 2017 (64-bit)

For Windows 32-bit
Visual C++ Redistributable for Visual Studio 2017 (32-bit)

Run the vcredist_x64.exe (64-bit) or vcredist_x86.exe (32-bit) and select Uninstall

Run the .exe again and select Install

If error is still exists please  please install anydesk in your system and share id of anydesk to team@appliedaicourse.com. One of our team member will connect to your system and will resolve your problem"
Hi I am interested in this course. So I want to know that what kind of laptop configuration is good for ml and deep learning course since I have heard that it requires a lot of processing power to run smoothly. I have searched a lot over the internet but still I am confused. Please help me. Thanks,"We keep most of our deep-learning case studies simple enough so that all of our students can try them out on their basic laptops. But, if are keen to get a new system for deep-learning, it is cost effective to buy a desktop with NVIDIA graphics cards like GTX 1060, 1070 or 1080 based on your budget. Laptops with comparable configurations cost much more than desktops."
"Hi There, Do you cover NLP in the course?","We have partly covered the NLP concepts in our course. We have discussed some of the techniques like bag of words, tf-idf, word2vec, average word2vec etc"
"Once i purchase the course, how long the videos will be available for me to access? Is it a life-time access to the videos? Because sometimes in future we may require a particular concept to get cleared by watching the particular video.

Regards,
Arif",AppliedAIcourse is valid for 1 year(365 days).
